Asunnon tyyppi,Sijanti,Hinta,Koko,Rakennus vuosi
"Kerrostalo | 4h, k, kh, s, th","Auvilankuja 3, Kortepohja, Jyväskylä",145 000 €,"90,5 m²",1968
"Kerrostalo | 2 h, k, p","Kiljanderinkatu 11, Jyväskylä, Jyväskylä",109 000 €,"51,5 m²",1958
Kerrostalo | 3h + k + p,"Tavintie 2, Halssila, Jyväskylä",98 000 €,76 m²,1975
"Kerrostalo | 2 huonetta, keittiö, kylpyhuone, sauna, lasitettu","Piipputori 1 as, Kangas, Jyväskylä",199 000 €,"54,5 m²",2017
"Omakotitalo | 4h, k, khh, kh, s, 2xwc, vh, lasit.terassi","Livantie 30, Korpilahti,, Oittila Jyväskylä",339 000 €,"134,3 m²",2012
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
"Rivitalo | 3h, k, s, vh, erill.wc, lasitettu parveke","Anttoninkatu 26, Lohikoski, Jyväskylä",139 800 €,84 m²,1982
-1,-1,-1,-1,-1
"Kerrostalo | 2h, kk, kh, p","Kirrinkydöntie 8 B, Jyskä, Jyväskylä",62 000 €,"49,5 m²",1991
"Omakotitalo | 3h, k, tkh, ph, s","Pajutie 6, Lohikoski, Jyväskylä",149 000 €,119 m²,1948
Kerrostalo | 3h + k + kh + vh + lasitettu parveke,"Kaakonsiipi 8, Sulku, Kangaslampi Jyväskylä",44 000 €,80 m²,1978
"Kerrostalo | 2h, kt","Korkeakoskentie 27, Jyväskylä, Jyväskylä",159 000 €,"43,5 m²",2019
Kerrostalo | 3h + k + kph + p,"Valajankatu 1, Rautpohja, Jyväskylä",125 000 €,68 m²,1949
"Kerrostalo | 2h, k, kph, p","Viitaniementie 6, Viitaniemi, Jyväskylä",112 000 €,51 m²,1960
Kerrostalo | 3h + k + kph / wc + vh + las.parv,"Sienitie 3, Keltinmäki, Jyväskylä",79 000 €,75 m²,1974
Kerrostalo | 2h + kk,"Ansaritie 6, Äijälänranta, Jyväskylä","20 542,29 €","46,5 m²",2013
Luhtitalo | 3H + K + S,"HAUKKAMÄENTIE 4, Haukkamäki, Jyväskylä","20 533,14 €",75 m²,1997
Kerrostalo | 2h + k + p,"Yrjönkatu 12 D 26, keskusta, Jyväskylä","115 424,21 €",53 m²,1975
Kerrostalo | 2h + k + s,"Ailakinkatu 15 A 12, Tourula, Jyväskylä",132 000 €,"55,5 m²",1987
"Rivitalo | 2 makuuhuonetta, olohuone, keittiö, rt, ph, sauna,","Lähdetie 21 A, Keljonkangas, Jyväskylä",99 000 €,77 m²,1981
Kerrostalo | 1h + kt + alkovi + kph + r.parv,"Sulkulantie 17, Kuokkala, Jyväskylä",124 326 €,"33,5 m²",2018
"Kerrostalo | 2 huonetta, keittiö, kylpyhuone, sauna, piha","Valajankatu 14 A, Rautpohja, Jyväskylä",154 000 €,"43,5 m²",2017
"Kerrostalo | 2h, kt","Tiilitehtaantie 60, Palokka,, Mannisenrinne Jyväskylä",136 000 €,"46,5 m²",2017
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
"Kerrostalo | 2h, keittiö, kph, sauna + lasitettu parveke","Myllyjärventie 21, Keljo, Jyväskylä",187 000 €,"56,5 m²",2013
"Kerrostalo | 2h, k, kph, lasit.p","Linnantie 8, Vaajakoski, Jyväskylä",59 000 €,"56,5 m²",1983
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
Kerrostalo | 1h + kk + kph,"Korteniityntie 46-54, Korteniitty, Jyväskylä",94 000 €,"26,5 m²",2016
"Kerrostalo | 1 huone, avokeittiö, kylpyhuone, ranskal. parveke","Hämeenkatu 5 G, Keskusta, Jyväskylä",120 000 €,"25,5 m²",2018
"Rivitalo | 3h, k, s, kh + vh","Sorvaajantie 9, Säynätsalo, Jyväskylä",79 000 €,83 m²,1981
"Kerrostalo | 4h, k, kph, p","Eemelintie 1-3 F, Haapaniemi, Jyväskylä",67 000 €,"87,5 m²",1977
"Rivitalo | 4h, k, kph, s","Kivirannantie 22, Palokka, Jyväskylä",179 000 €,112 m²,1980
"Rivitalo | 4h, k, 2kph, s, vh, 3var, ak","Valmetintie 2, Jyskä, Jyväskylä",234 000 €,107 m²,2008
"Kerrostalo | 3h, k","Haperontie 11 A, Keltinmäki, Jyväskylä",77 000 €,76 m²,1975
"Kerrostalo | 3h, k, kph, vh, et, p","Laajavuorentie 5, Laajavuori, Jyväskylä",129 000 €,70 m²,1970
Omakotitalo | 4h + k + aputilat ja 4 kpl 1h + kt,"Länsi-Päijänteentie 10, Keljo, Jyväskylä",297 000 €,228 m²,1952
"Kerrostalo | 5-6h, k, kph, wc, p","Virkalantie 1 C, Säynätsalo, Jyväskylä",175 000 €,140 m²,1942
Kerrostalo | 3H + k + p,"Haperontie 1 A 4, Keltinmäki, Jyväskylä",62 000 €,67 m²,1976
"Kerrostalo | 2h, k","Valtterintie 9 B, Säynätsalo, Jyväskylä",35 000 €,58 m²,1976
"Rivitalo | 3h, k, s, kph, khh, wc, vh, ter, var","Sulunperäntie 6, Asmalampi, Jyväskylä",109 000 €,78 m²,1991
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
Kerrostalo | 3H + K + S,"KESKISENTIE 3, Kuokkala, Jyväskylä","12 813,16 €",82 m²,1991
"Kerrostalo | 2h, k, p","Kulottajantie 8, Kangaslampi, Jyväskylä",43 000 €,"60,5 m²",1976
"Kerrostalo | 2h, k, s","Linnantie 12, Vaajakoski, Jyväskylä",63 000 €,"58,5 m²",1991
-1,-1,-1,-1,-1
"Kerrostalo | 2h, k, kph, lasit.p","Emännäntie 31, Laajavuori, Jyväskylä",92 500 €,52 m²,1972
"Kerrostalo | 3h, k, kph, las.p","Tyyppäläntie 8, Lohikoski, Jyväskylä",99 000 €,68 m²,1965
Kerrostalo | 2h + k + kph + s + vh + p,"Polttolinja 17 B, Kuokkala, Jyväskylä",89 000 €,55 m²,1990
Kerrostalo | 1h + k + kph + p,"Koivukatu 1, Kypäramäki, Jyväskylä",61 700 €,"28,5 m²",1972
Kerrostalo | 3h + k + s + erillinen WC + lasitettu parveke,"Laani 10, Lutakko, Jyväskylä",325 000 €,"83,5 m²",2004
"Kerrostalo | 3h, k, kph, vh, p","Laajavuorentie 5, Laajavuori, Jyväskylä",115 000 €,70 m²,1970
"Omakotitalo | 5h, k, s, 2kph, pkh, khh, 4vh, var, at, ter, p","Rasinrinne 36, Rasinrinne, Jyväskylä",298 000 €,158 m²,2002
"Kerrostalo | 1 huone, keittokomero, kylpyhuone, vaatehuone","Viitaniementie 11-13, Viitaniemi, Jyväskylä",83 000 €,"33,5 m²",1962
-1,-1,-1,-1,-1
"Omakotitalo | 3h, k, rt, kph / wc, vh, erillis wc, s","Janakankuja 6, Vaajakoski, Jyväskylä",199 000 €,112 m²,1947
Kerrostalo | 2h + kk + s,"Harjukatu 12 E 4, keskusta, Jyväskylä",228 001 €,64 m²,2009
"Omakotitalo | 3h, k, s, pukuh / takkah, kph, vh, wc, var, ak","Nakkilanmutka 13, Jyskä, Jyväskylä",88 000 €,103 m²,1974
Kerrostalo | 2h + k + kph + p,"Valajankatu 3, Rautpohja, Jyväskylä",107 000 €,51 m²,1949
Kerrostalo | 2h + k + kph + 2xp,"Vellamonkatu 4, Mäki-Matti, Jyväskylä",129 000 €,51 m²,1968
Kerrostalo | 2H + K + S,"KESKISENTIE 3, Kuokkala, Jyväskylä","9 992,37 €",60 m²,1991
"Kerrostalo | 2h, k, s, kph, las.p.","Kiulu 3, Kuokkalanpelto, Jyväskylä",135 000 €,57 m²,2006
"Kerrostalo | 2h, kt, ph, las.parv.","Pehtorintie 11, Kortepohja, Jyväskylä",143 000 €,38 m²,2016
"Kerrostalo | 3h, k, p","Laajavuorentie 7, Laajavuori, Jyväskylä",104 325 €,70 m²,1971
-1,-1,-1,-1,-1
Kerrostalo | 1h + k + kph + lasit.p.,"Ansaritie 5, Äijälänranta, Jyväskylä",109 000 €,35 m²,2015
Omakotitalo | 1h + k + wc + auto / venekatos sekä tupakeittiö + sauna + kph + parvi ja terassi,"Rinnepolku 56, Korpilahti, Jyväskylä",139 000 €,65 m²,2012
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
Rivitalo | 4-5h + k + s,"Näsintie 2, Heinämäki, Jyväskylä",163 300 €,99 m²,1998
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
"Kerrostalo | 3h, k, s, kph, lasitettu parveke","Pohjanniementie 1, Palokka, Jyväskylä",124 000 €,"75,5 m²",1984
Kerrostalo | 4 huonetta + keittiö + sauna + ph + erillinen wc +,"Kauppakatu 21 A, Keskusta, Jyväskylä",425 000 €,149 m²,1950
Kerrostalo | 4h + k + kph + 2xparveke,"Keskussairaalantie 11-13, Mattilanpelto, Jyväskylä",155 000 €,86 m²,1952
"Rivitalo | 3h, k, s, kph, khh, wc, vh, ter, var","Mastotie 2, Korpilahti, Jyväskylä",166 000 €,"84,8 m²",2014
"Kerrostalo | 2 huonetta, avokeittiö, kylpyhuone, sauna, lasit.","Sippulantie 4 C, Tikka, Jyväskylä",135 000 €,"36,5 m²",2018
Kerrostalo | 3h + k + kh + vh + wc,"Kypärätie 19 A, Kypärämäki, Jyväskylä",108 000 €,72 m²,1961
Kerrostalo | 1h + kk + kh + alkovi,"Äijäläntie 23 A, Väinölä, Jyväskylä",112 000 €,27 m²,2019
Kerrostalo | 1h + kk + kh + alkovi,"Äijäläntie 23 A, Väinölä, Jyväskylä",107 000 €,27 m²,2019
Kerrostalo | 1h + kk + kh + p,"Äijäläntie 23 A, Väinölä, Jyväskylä",117 000 €,30 m²,2019
Kerrostalo | 1h + kk + kh + alkovi,"Äijäläntie 23 A, Väinölä, Jyväskylä",117 000 €,27 m²,2019
"Kerrostalo | 2h, k, kph, las.p.","Hilmerinkuja 4, Säynätsalo, Jyväskylä",43 000 €,58 m²,1978
Luhtitalo | 4h + k + s,"Pärnäsentie 1, Heinämäki, Jyväskylä",133 000 €,"80,5 m²",1998
Kerrostalo | 1h + kk + kh + alkovi,"Äijäläntie 23 A, Väinölä, Jyväskylä",102 000 €,27 m²,2019
Kerrostalo | 1h + kk + kh + p,"Äijäläntie 23 A, Väinölä, Jyväskylä",112 000 €,30 m²,2019
Rivitalo | 4h + k + s,"Asmalammentie 10, Jyskä, Jyväskylä","27 703,11 €","87,5 m²",2006
Kerrostalo | 2h + kk + kph + s + p,"Ykköspesänkatu 6 A, Kuokkala, Jyväskylä",85 000 €,49 m²,1989
"Kerrostalo | 1h, avokeittiö, alkovi, kph","Yrjönkatu 26 A, Keskusta, Jyväskylä",129 800 €,40 m²,1951
Kerrostalo | 2h + k + kh + s + p,"Äijäläntie 23 A, Väinölä, Jyväskylä",127 000 €,"36,5 m²",2019
Kerrostalo | 1h + kk + kh + p,"Äijäläntie 23 A, Väinölä, Jyväskylä",107 000 €,30 m²,2019
"Kerrostalo | Olohuone, makuuhuone, keittiö, kylpyhuone, parveke","Puistokatu 16 A, Keskusta, Jyväskylä",122 000 €,49 m²,1963
"Omakotitalo | 2h, k, wc, et, ter","Etu-Kanavuorentie 17, Vaajakoski, Jyväskylä",78 500 €,79 m²,1972
"Kerrostalo | 3h, k, s, kph, wc, vh, lasitettu parveke","Emännäntie 3-5, Kortepohja, Jyväskylä",103 000 €,"78,5 m²",1971
"Kerrostalo | 3h, k, kph, wc, las.p.","Pupuhuhdantie 23, Pupuhuhta, Jyväskylä",42 000 €,79 m²,1982
"Rivitalo | 3h, k, wc, ph, s","Mesikämmen 14 C, Halssila, Jyväskylä",99 999 €,83 m²,1984
"Rivitalo | 3h, k, kph, s, wc, katettu terassi","Tuulimyllyntie 27, Myllyjärvi, Jyväskylä",112 000 €,77 m²,1976
"Omakotitalo | 4h, k, parvi, s","Kurjenjalka 4, Ristikivi, Jyväskylä",125 000 €,124 m²,1985
Kerrostalo | 2h + k + kh + wc + p,"Kolikkotie 5 A, Holsti, Jyväskylä",99 000 €,62 m²,1970
Kerrostalo | 2h + kt,"Taulumäentie 53 A 20, Kivelänranta, Jyväskylä",169 650 €,"43,5 m²",2019
"Kerrostalo | 3h, k, kph, vh, p","Kirkkokatu 5, Tikkakoski, Jyväskylä",35 000 €,73 m²,1967
Rivitalo | 2h + k + s,"Toukolankuja 2 C, TIKKAKOSKI, JYVÄSKYLÄ",157 000 €,55 m²,2014
"Kerrostalo | 3h, k, kph, et, terassi","Takalankuja 3-5, Laajavuori, Jyväskylä",98 000 €,"76,5 m²",1975
-1,-1,-1,-1,-1
"Omakotitalo | 6h, k, khh, kph, s, 2wc, v","Aihkikuja 11, Tikkakoski, Jyväskylä",211 000 €,219 m²,1991
"Kerrostalo | 3h, kph, k, terassi","Tavintie 4, Aholaita, Jyväskylä",109 000 €,"77,5 m²",1973
"Kerrostalo | 2h, k, p","Pupuhuhdantie 14, Pupuhuhta, Jyväskylä",49 000 €,"58,5 m²",1979
Omakotitalo,"Taaplaajantie 2 a, Säynätsalo, Jyväskylä",195 000 €,-1,1920
Kerrostalo | 1H + K,"Viitaniementie 14, Viitaniemi, Jyväskylä",85 000 €,40 m²,1963
"Omakotitalo | 4h, k, 2wc, var, at, kell, ull","Halssilantie 21, Halssilanrinne, Jyväskylä",99 500 €,107 m²,1952
"Kerrostalo | 1h, kk, p, kh","Kangaslammentie 10 A, Kangaslampi, Jyväskylä",39 500 €,"32,5 m²",1974
Kerrostalo | 2h + k + kph + vh + ransk.parv,"Vekarokatu 2 C 26, Köhniö, Jyväskylä",63 000 €,39 m²,1965
Kerrostalo | 2h + kt,"Äijälänrannantie 18 a 30, Äijälänranta, Jyväskylä",163 000 €,49 m²,2018
Kerrostalo | 2h + kt,"Äijälänrannantie 18 a 27, Äijälänranta, Jyväskylä",166 000 €,40 m²,2018
Kerrostalo | 2h + kt,"Äijälänrannantie 18 a 28, Äijälänranta, Jyväskylä",149 000 €,34 m²,2018
Kerrostalo | 3h + KT,"Äijälänrannantie 18 a 25, Äijälänranta, Jyväskylä",167 000 €,"51,5 m²",2018
Kerrostalo | 4h + kt,"Äijälänrannantie 18 a 29, Äijälänranta, Jyväskylä",238 000 €,"69,5 m²",2018
"Rivitalo | 2h, kk, s, kph, ter","Pohjanrinteentie 3, Palokka, Jyväskylä",99 000 €,"47,5 m²",1989
"Rivitalo | 4h, k, s","Kultalakintie 7, Keltinmäki, Jyväskylä",129 500 €,97 m²,1982
"Kerrostalo | 4h, kt, (s)","Syöttäjänkatu 1, Kuokkala, Jyväskylä",234 900 €,76 m²,2014
"Omakotitalo | 4h, k, psh, s, wc, 2vh, et, var, kellari, terassi","Paukkutie 1, Säynätsalo, Jyväskylä",99 000 €,95 m²,1926
"Rivitalo | 3h, k, kph, vh, ruokakomero","Ollilantie 3, Palokka, Jyväskylä",129 500 €,77 m²,1969
Kerrostalo | 3H + K + S,"SCHAUMANIN PUISTOTIE 7, Lutakko, Jyväskylä","21 304,8 €","77,5 m²",1997
"Kerrostalo | 2h, k, kph","Vesmannintie 6, Vaajakoski, Jyväskylä",72 000 €,53 m²,1963
"Kerrostalo | 2h, k, kh, p","Isännäntie 2 B, Kortepohja, Jyväskylä",79 900 €,"42,5 m²",1987
-1,-1,-1,-1,-1
"Kerrostalo | 3h, k, kph, et, p","Mansikkakuja 3, Kangaslampi, Jyväskylä",69 000 €,69 m²,1984
"Luhtitalo | 2h, k, kph","Saarikonkatu 2, Kuokkalanpelto, Jyväskylä",75 000 €,"47,5 m²",1992
"Omakotitalo | 4h, k, s, kph, khh, wc, ter, var, harrastetila, au","Laurinrinne 4, Vaajakoski, Jyväskylä",276 000 €,117 m²,2014
Kerrostalo | 2h + k + p,"Haperontie 2, Keltinmäki, Jyväskylä",51 800 €,60 m²,1976
"Omakotitalo | 4h, k, kph, s, wc, apuk, var, ter, p","Vesitornintie 4, Korpilahti, Jyväskylä",139 000 €,105 m²,1986
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
Kerrostalo | 2h + kt,"Äijälänrannantie 18 a 30, Äijälänranta, Jyväskylä",163 000 €,49 m²,2018
Kerrostalo | 2h + kt,"Äijälänrannantie 18 a 27, Äijälänranta, Jyväskylä",166 000 €,40 m²,2018
Kerrostalo | 2h + kt,"Äijälänrannantie 18 a 28, Äijälänranta, Jyväskylä",149 000 €,34 m²,2018
Kerrostalo | 3h + KT,"Äijälänrannantie 18 a 25, Äijälänranta, Jyväskylä",167 000 €,"51,5 m²",2018
Kerrostalo | 4h + kt,"Äijälänrannantie 18 a 29, Äijälänranta, Jyväskylä",238 000 €,"69,5 m²",2018
"Rivitalo | 2h, kk, s, kph, ter","Pohjanrinteentie 3, Palokka, Jyväskylä",99 000 €,"47,5 m²",1989
"Rivitalo | 4h, k, s","Kultalakintie 7, Keltinmäki, Jyväskylä",129 500 €,97 m²,1982
"Kerrostalo | 4h, kt, (s)","Syöttäjänkatu 1, Kuokkala, Jyväskylä",234 900 €,76 m²,2014
"Omakotitalo | 4h, k, psh, s, wc, 2vh, et, var, kellari, terassi","Paukkutie 1, Säynätsalo, Jyväskylä",99 000 €,95 m²,1926
"Rivitalo | 3h, k, kph, vh, ruokakomero","Ollilantie 3, Palokka, Jyväskylä",129 500 €,77 m²,1969
Kerrostalo | 3H + K + S,"SCHAUMANIN PUISTOTIE 7, Lutakko, Jyväskylä","21 304,8 €","77,5 m²",1997
"Kerrostalo | 2h, k, kph","Vesmannintie 6, Vaajakoski, Jyväskylä",72 000 €,53 m²,1963
"Kerrostalo | 2h, k, kh, p","Isännäntie 2 B, Kortepohja, Jyväskylä",79 900 €,"42,5 m²",1987
-1,-1,-1,-1,-1
"Kerrostalo | 3h, k, kph, et, p","Mansikkakuja 3, Kangaslampi, Jyväskylä",69 000 €,69 m²,1984
"Luhtitalo | 2h, k, kph","Saarikonkatu 2, Kuokkalanpelto, Jyväskylä",75 000 €,"47,5 m²",1992
"Omakotitalo | 4h, k, s, kph, khh, wc, ter, var, harrastetila, au","Laurinrinne 4, Vaajakoski, Jyväskylä",276 000 €,117 m²,2014
Kerrostalo | 2h + k + p,"Haperontie 2, Keltinmäki, Jyväskylä",51 800 €,60 m²,1976
"Omakotitalo | 4h, k, kph, s, wc, apuk, var, ter, p","Vesitornintie 4, Korpilahti, Jyväskylä",139 000 €,105 m²,1986
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
Rivitalo | 5h + k,"Sievisenmäentie 14 B, Jyskä, Jyväskylä",289 000 €,"170,5 m²",1992
Kerrostalo | 2h + k + kph + s + lasitettu parv.,"Tervalankatu 4, Keljo, Jyväskylä",114 900 €,50 m²,1998
"Kerrostalo | 3h, k","Emännäntie 3-5 B, Kortepohja, Jyväskylä",89 900 €,"78,5 m²",1971
Kerrostalo | 2h + kt,"Vesangantie 2, Mäki-Matti, Jyväskylä",165 000 €,"43,5 m²",2017
"Kerrostalo | 2h, k, kph, p","Sorvaajantie 1-3 D, Säynätsalo, Jyväskylä",42 000 €,58 m²,1983
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
Omakotitalo | 6h + k + 3wc + kph + s + khh + takkah + askh + tek.tila + p + t + at,"Yläkivi 5, Myllyjärvi, Jyväskylä",229 000 €,215 m²,1977
Kerrostalo | 2h + kt + rp + autokatospaikka 5000 €,"Länsi-Päijänteentie 12 A, Keljo, Jyväskylä",138 000 €,"37,5 m²",2018
"Kerrostalo | 2h, kk, kph, vh, parv.","Kaakonpyrstö 6, Sulku, Jyväskylä",49 500 €,"52,5 m²",1977
-1,-1,-1,-1,-1
Rivitalo | 2h + k + kph + vh,"Pyynpolku 3 as, Palokka, Jyväskylä",97 000 €,57 m²,1974
"Kerrostalo | 3h, k, kh, p","Loukkukorventie 4, Myllyjärvi, Jyväskylä",78 000 €,74 m²,1980
"Kerrostalo | 2h, k, kph, parv.","Sienitie 6, Keltinmäki, Jyväskylä",69 000 €,58 m²,1975
"Omakotitalo | 4h, k, s, ph, pukuh, aula, varasto, at","Liinalamminkatu 3, Tikkakoski, Jyväskylä",130 000 €,120 m²,1958
"Omakotitalo | 4 mh, oh, k, rt, 2*erill.wc, aula, khh, ph, s, p,","Rasinrinne 18, Rasinrinne, Jyväskylä",339 000 €,167 m²,2005
"Kerrostalo | 2h, kk, kph, las.p","Karpalokuja 2, Kangaslampi, Jyväskylä",65 000 €,50 m²,1979
Kerrostalo | 3h + k + kph + lasitettup.,"Yrjönkatu 20-22, Keskusta, Jyväskylä",120 000 €,73 m²,1973
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
Kerrostalo | 2h + k + kph + vh + las.parv,"Vekarokatu 4 B13, Köhniö, Jyväskylä",79 000 €,53 m²,1965
Omakotitalo | 2h + tupak. + khh / wc + rakentamaton ullakkotila,"Pekanmäentie 280, Korpilahti,, Muuratjärvi Jyväskylä",110 000 €,50 m²,1931
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
"Omakotitalo | 3 mh, keittiö, rt, oh, varastoh, sauna, pesuh, Autot","Sähkötie 4, Korpilahti, Jyväskylä",70 000 €,118 m²,1969
"Rivitalo | 6h, k, kh, wc, vh, autotalli","Soidintie 9, Köhniö, Jyväskylä",165 000 €,140 m²,1968
Omakotitalo | 2oh + k + 6mh + 2wc + pukuh + ph + s + kh + var,"Sääksmäentie 14, Nenäinniemi, Jyväskylä",379 000 €,233 m²,1987
"Kerrostalo | 3h, k","Haavikkotie 3, Lohikoski, Jyväskylä",89 000 €,79 m²,1979
"Rivitalo | 4h, k, s, kph, wc, vh, 2var, ter","Ala-aitankatu 6, Aittorinne, Jyväskylä",168 000 €,95 m²,1972
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
Kerrostalo | 1 h + kk + kh / wc,"Kalervonkatu 3 B 20, Keskusta, Jyväskylä",109 000 €,21 m²,1962
"Omakotitalo | 4h, keittiö, pukuhuone, pesuhuone, sauna, 2*wc, vh","Malikantie 2, Mäyrämäki, Jyväskylä",199 000 €,"113,5 m²",1974
Kerrostalo | 3h + k + kph + lasitettup.,"Loukkukorventie 4, Myllyjärvi, Jyväskylä",69 800 €,74 m²,1980
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
Kerrostalo | 2h + k + kph + s + las.parv,"Aatoksenkatu 16, Nisula,, Hongikko Jyväskylä",134 700 €,"47,5 m²",1984
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
Luhtitalo | 2H + KK + S,"HAUKKAMÄENTIE 4, Haukkamäki, Jyväskylä","12 847,18 €",45 m²,1997
Kerrostalo | 2H + KK + S,"WILHELM SCHILDTIN KATU 20, Kortesuo, Jyväskylä","15 860,63 €",52 m²,2001
"Rivitalo | 3h, k, s, kph, wc, ter","Ritoharjuntie 6, Palokka, Jyväskylä",124 000 €,79 m²,1991
"Omakotitalo | 5h, k, s, kph, khh, wc, 2var, at, ter","Ahdintie 14, Korpilahti, Jyväskylä",190 000 €,117 m²,2009
"Kerrostalo | 4h, k, s, kph, wc, vh","Emännäntie 25, Kortepohja, Jyväskylä",98 000 €,81 m²,1973
Kerrostalo | 2h + k + s,"Heinäkuja 1 ja 2, Palokka, Jyväskylä",18 380 €,43 m²,2017
"Omakotitalo | 4h, k, kph, s, wc, vh, 2var, ter","Kummunmäentie 23, Tikkakoski, Jyväskylä",139 000 €,108 m²,1988
"Kerrostalo | 1h, kt, kph","Äijäläntie 25, Väinölä, Jyväskylä",86 000 €,25 m²,2018
